Comments
3억제기 ㄷㄷㄷㄷ
3억제기 바론 바다영혼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3억제기 바론 바다용영혼 ㅋㅋㅋ
3억제기 바론 ㅋㅋㅋㅋㅋㅋ
3억제기 바론에 용먹고오면 청소기 터져
3억제기 버닝 이벤트 ㅋㅋ
3억제기 시비르
3억제기 시비르 개꿀
3억제기 시비르!?
3억제기 역전확률 5%
3억제기 ㅈㅈ
3억제기 ㅈㅈ
3억제기 ㅈㅈ
3억제기 재앙이다 재앙이야
3억제기 ㅋㅋ
3억제기 ㅋㅋ
3억제기 ㅋㅋ
3억제기 ㅋㅋㅋ
3억제기 ㅋㅋㅋ
3억제기 ㅋㅋㅋ
3억제기 ㅋㅋㅋ
3억제기 ㅋㅋㅋ
3억제기 테라버닝 on
3억제기 해놓으면 물용 견제도못함
3억제기... 시비르...
3억제기가ㅏㅏㅏㅏㅏㅏㅏㅏㅏ
3억제기각 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3억제기까지 갔으면
3억제기는 끝났네
3억제기는 안되지..
3억제기는 좀
3억제기는 좀ㅋㅋ
3억제기는 ㅠ
3억제기다 ㅋㅋ
3억제기라 안돼
3억제기면 이미 끝났지
3억제기면 ㅈㅈ
3억제기에 바론 4용 ㅈㄴ 잔인하네...
3억제기에 시비르...??
3억제기임 이건
3억제기ㅋㅋ
3억제바론 ㅋ
3얼제기 ㅋㅋㅋㅋㅋ
3용 ㄷㄷ
3용 ㅋㅋㅋ
3용?
3용먹으면t1이이김
3초시계 입갤
3초시계 ㅋㅋ
3캠갱 개사기 ㅋㅋㅋ
3화면 뭐야
450 강타 ㅋㅋ
450 강타뎀이다 롤알못들아 ㅋㅋ
450 넘네 ㅋㅋㅋ
450강타라 뺐겼네
450강타라서 못쓴거?
480박혔네ㅋㅋㅋㅋ
480이네
490 ㅋㅋㅋ
490뎀 ㅋㅋ
4강딱 쵸비는 좀 빠져라
4강에선 1세트 이기는 팀이 다 졌다
4분 풀템 ㄷㄷㄷㄷ 페이커 ㅈ댓다 이제
4씨드 우마이!
4용 드가자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4용 ㅋㅋㅋ
4용먹고 끝나겠네
4인..ㄷㄷ
4인궁이엇네
4코어아지르
500뎀이네 ㅋㅋㅋ
500딜 실화냐
500딡ㅋ
500이 드갔네
5골드 개꿀이야
5꽉 5꽉!!
5꽉 가면 좋겠다!!
5꽉 가자
5꽉 가즈아
5꽉 보고싶은데.....
5꽉 채우자
5꽉만 가자
5꽉은 가야지 얘들아 일요일인데ㅔㅔㅔㅔ
5꽉해줘잉
5렙이네
5분버티기 ㅋㅋㅋㅋ
5옵션 듀오
6마리씩 온다 ㅋㅋㅋㅋ
6표식 엌ㅋ
7000골차
720 개 줫같네 진짜로
720...
720....
720p 개애바네 진짜 ㅋㅋ
720P 에반데?
720p여도 많이보네
77777ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ억
77거억
77ㅓ 억
77ㅓ너
77ㅓ억
77ㅓ억
77ㅓ억
77ㅓ억
77ㅓ억
77ㅓ억
77ㅓ억
77ㅓ억
77ㅓ억
77ㅓ억 ㅋㅋㅋㅋ
77ㅓ억~~~~
77ㅓ억ㄱㄱㄱㄱㄱ
77ㅓ얼
77ㅓㅓㅓㅓ억
7글자로 웃겨드립니다 황부리그 lpl ㅋㅋ
7눈 표식이라니!
7쏭
7호선 남자분 ㅎㅇ 뒤에 보셈
8강따리 8강따~~~~~
8강따리가 어딜비비노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
8강따리니…
90분 겜 가나?
90분가냐?
94분
94분...
94분경기 ㄱㅈㅇ
950+350=1300
957토큰 건다
9마유시
9시라매 왜 10시에 함
CS 1400개 시비르 가자
cs 다밀리네
cs 진짜 버그네
cs 진짜 버근가ㅋㅋㅋㅋㅋㅋ
CS 차이 ㄷㄷ
CS 차이 ㄷㄷ
cs???
cs도르 ㅋㅋㅋ
cs도르 하는 쵸비견들 아직도있네 ㅋㅋ
cs만들아서 먹는중
cs못먹게하려고 ㅋㅋ
cs부터 체급차이가 나네
CS차이 뭐야 ㄷㄷ
Cs차이 지린다
cs차이 크다
cs차이로 킬차이 메꾸네
Cs차이보소
Cs차이에서 짬바 보여주네
DRT야 한게임이라도 이겨라
DRX
DRX
Drx
drx
drx : 게임ㅈ같이하네
drx 0 타워네 ㄷㄷ
drx 2겜 밴픽 골아프겠는데
drx 3대떡 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
DRX DRX
DRX WIN 3-1
DRX WIN 3-1 SeemsGood SeemsGood
DRX 가버렷 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
drx 가자
drx 가자 ㅠㅠㅠㅠ
drx 가자!!!!
DRX 각성 루트 탄다
drx 각성가나
drx 개못하네 ㅋㅋㅋㅋ
drx 개못해
drx 개처바르네 ㅋㅋㅋㅋㅋㅋ
drx 걍 져라 개못하네
drx 걍 져라 ㅈㄴ 못하네
drx 걍 지자 ㅋㅋㅋ
drx 겁나 빡치겠다 ㅋㅋ
DRX 결승전 어케올라온거임? 개모타는데??
drx 그냥처발리네
DRX 기세 살려서 우승까지 가즈아ㅏㅏ
drx 너네는 그냥 져라 ㅋㅋㅋㅋ
drx 너무 급하게 플레이하는듯 ㅋㅋㅋㅋ
DRX 너희 지면 안된다 제발 ㅎ화이팅!!!
drx 너흰안되지 ㅋㅋㅋㅋㅋㅋㅋ
DRX 눕기만 하면 무조건 이기는 픽이네
drx 는 결승오면아됐다 ㅡㅡ 젠지가왔어야하는데
DRX 는 항상 1경기졌다 알고있니??
DRX ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
drx 다운
drx 다운
DRX 다운 !! 영화는 끝났다 !! 들어가라 !! ㅋㅋㅋㅋㅋㅋㅋㅋ
DRX 다운!
DRX 동선 낭비 ㅆㅅㅌㅊ
drx 되겠냐..?
DRX 드라마 방영종료 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
drx 딩거하면 지네
DRX ㄸㅏ운!
drx 따운
DRX 따운
Drx 따운
drx 따운
drx 따운
DRX 따운
drx 따운
DRX 따운 !!!!!!
DRX 따운!
DRX 따운!
drx 따운!
DRX 따운!
drx 따운!
drx 따운!!
drx 따운!!
DRX 따운~!
DRX 따운~~~
drx 때운!!
DRX 말렸네 쩝
drx 멘탈 관리 잘 해야 겠네 겁네 패네
drx 멘탈 깨질것 같다.........
drx 못이김 이거 ㅋㅋ
drx 뭐누;;;;;
drx 뭐하누
drx 밀리네
DRX 베스트픽 다 주고 이겼는
drx 벤픽 힘들거 같아...
DRX 비사아앙
drx 선발전부터 1세트는 주고 시작하더라
DRX 승승패패패 가자
DRX 압사당했네 ㅋㅋㅋㅋ
drx 어떻게 올라온거냐
DRX 여기까지다
drx 올인 두개자
drx 왜 나왔노
DRX 왜케 잘해
Drx 왤케 못하노 ㅋㅋㅋ
drx 우승
drx 우승 ㅈㅈ
drx 우승가자
drx 운영에 말려가네
drx 이 조합으로 못이기면 t1우승인데
drx 이겨라
drx 이겨라
drx 이기는방법: 1시간 30분게임
drx ㅈㅈ
drx 잘 버틴다
drx 전령보다는 용뺏긴게 크다
DRX 젔네
drx 정신없네 ㅋㅋㅋㅋ;
Drx 제발 우승하자
drx 제발 좀만 더 힘내라
drx 젠지전도 첫겜 ㅈ박긴함
drx 존나 못하네 ㅋㅋㅋㅋ
drx 좀 밀린다.. 안돼
drx 지금이라도 gg치고 끝내자 구질구질하게 끌고가지 말고 ㅋㅋㅋ
drx 첫판은 좀 아쉽다
DRX 첫판은 확실히 말렸네
Drx 컷
drx 클라스 떨어짆
DRX 파이팅 T1 이겨라
DRX 패승승승가자!!!
DRX 패패승승승 시나리오 만들고잇네 역시 낭만의팀
DRX ㅎㅇㅌ
DRX 하고 싶은 픽 다 했는데 졌으니 뭐
DRX 할 수 있다
DRX 화이팅
DRX 화이팅
drx 화이팅
DRX 화이팅
drx 화이팅
DRX 화이팅
DRX 화이팅
drx 화이팅 가자
drx 화이팅 패패승승승가자
drx 화이팅!
drx 화이팅!!
drx 화이팅!!
drx 화이팅!!
drx 화이팅!!
DRX 화이팅!!
drx 화이팅!!!
drx 화이팅!!!
drx 화이팅!!!
DRX 화이팅~!~
drx 후반 이니시도 없고 상대한테 카운터당하는데 ㅋㅋ
drx 후반까지 버텨야되
drx!!!!
drx!!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
drx..
DRXWIN
drx가 여유로워보인다
drx가 용부터 꼬이네
drx가 이겼네 ㅈㅈ
drx가 이득이지
DRX가 하이머딩거 픽하면 안될듯
drx개밥인데? t1한태 개발리네 어차피 우승은 t1~~~ 나이스 t1 이겨라
drx너흰 안되지 ㅋㅋㅋㅋㅋㅋ
DRX는 0승2패부터 시작임 ㅋㅋㅋㅋ
drx는 1세트 져야 강해진다
Drx는 1세트는 준다는 마인드
DRX는 T1을 안만나서 결승온건가 ㅋㅋㅋ
drx는 걍 져라 오브젝트 다 주네 ㅋㅋㅋㅋㅋㅋㅋㅋ
DRX는 그냥 지자 피지컬이 오지게 딸리네
drx는 근데 할수있는거 다했는데 걍 말려죽였어..
drx는 롤 접어라 ㅋ
drx는 북산 엔딩 t1이갈고 나왔네
drx는 뺏긴게 넘많고 실수도 컷음
drx는 선발전부터 단 한번도 1세트를 이긴적없음
DRX는 언제나 이랬다
drx는 역시 패패승승승이지!
drx는 원래 패패승승승임 ㅇㅇ
drx는 질수록 강해져서 3세트까지 모른다
Drx는 패패승승승힜던 팀이다
drx는 항상 1세트 졋어
DRX는 후반이 강한 조합이네
DRX는T1의상대가아니다ㅋㅋ
drxㄷㄷㄷㄷㄷㄷ다운!!!
drx다운
DRX따운
drx따운
Drx따운
drx따운
drx때운..!
drx라 어케될지 모름
DRX레전드 차대원 화이팅!! 다 박아버려!!
drx뭐해요!!
drx밀리네 그냥
Drx비상 경보기
DRX비상등인가
drx삼대떡 나겠네
DRX승부봐야함
DRX아무것도 못하네
drx억까판이다ㅇㅇ
DRX에 서폿으로 알빠노 데려와라
DRX에 잘못걸엇는데 포인트 날렸네 ㅋㅋㅋ
DRX여기까지도 기적이야 T1이 이기겠다
DRX우승
drx우승 가자
DRX우틀안 VS T1우린안져
drx이기겠다 ㅋㅋㅋ
drx이판가져가야돼 제발
DRX제발
drx좀 이겨보자
DRX지자
DRXㅎㅇㅌ!!
DRX한테 개발린 젠지 수준ㅋㅋ 알만하다 진짜
drx한테 진 젠지 어지럽네
drx항상 이렇게시작했음
drx해설 할게없어서 시비르 데미지가 조금올랐데
Drx화이팅
drx화이팅
DRX화이팅
drx화이팅
DRX화이팅
drx화이팅
drx화이팅 ㅠㅠㅠ
DRX화이팅!
drx화이팅!!
DRXㅠㅠ
d울릉도 살아서 1080 개꿀
e 허공에쓰노
edg geng 인장 ㅈ간지노
EDG도 저러다가 졌다
faker! 미쳣다 미쳣어!!
F점멸이 맞다 ㅋㅋ
jdg:내가 못한게 아니라고..
kt 인터넷 상태 왜이래 %^^^ㅣ발새기들
lck
LCK 가 잘할때?
lck 경기냐궄ㅋㅋㅋㅋ
LCK 보는거같노.. .노잼
lck 서머 7주차 t1 vs drx ㅋㅋㅋㅋㅋㅋ
LCK 윈터 결승이냐??
LCK 잠온다
LCK 탈락 떨ㄱ지팀들아 니들이 아무리 T1억까해도 T1은 세계최고팀이라는 것은 변하지 않는다 따라해라 어차피 우승은 T1이고 노력을 아무리해도 재능은 이길수없다
LCK 해설 수준ㅉㅉ
LCK가 잘할때 코장이 우승 했을때 ㅋㅋㅋ
lck같네ㅋㅋ
lck끼리 싸우니까 또 킬안나네 노잼
lck냐고 ㅋㅋㅋㅋ
lck보는거같네
lck인줄
lck임?
lck임? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
lck화이팅
LCS 선수치곤 한국어를 잘하네요
qq 못참지
q가?
q아쉽네 미니언두마리라
rng 징동 최소 준우승
rng 징동..당신들은 대체...
rng 화이팅
T 1 우 승 확 정
T!ㅎㅇㅌ
T1 = 파리 ㅋㅋ
T1 = 파리 ㅋㅋㅋㅋ
T1 >> JDG >> DRX네
T1 가자~~!!
T1 가자ㅏㅏㅏ
T1 가즈아
t1 강하다
t1 개이득이네
T1 구도 안정적이다
t1 그냥 체급이 높다 표식이 진짜 잘해줬는데
T1 깔끔하네
T1 너무 강하다
t1 너무 쌔다
T1 너무 잘함 그냥
t1 너무쎄다
T1 넌 이겨라;;
T1 따운!
T1 렛츠 기릿
T1 뭐냐 왤케잘함
t1 미쳤다
T1 바텀 폼 미쳤네
T1 바텀은 진짜 역대급이네...
T1 배팅하려다 실수로 DRX 배팅했으면 개추 ㅋㅋㅋㅋㅋㅋㅋ
t1 보여줘
T1 스킨 이쁜데;
t1 스킨 ㅈ구림
t1 스킨좀 예쁘게 만들어주세요 ㅠㅠ
T1 승
T1 승
T1 승
T1 승
T1 승
T1 승
T1 승
t1 승 지지 디알엑스
T1 승리 드가자!
T1 승승승 가자!!
t1 승패패패 임ㅋㅋ
t1 우승 가즈아
T1 우승!
T1 우승!
t1 운영 무섭네;;
t1 운영지리노
t1 은 파리
T1 이기자
t1 이길거 같지만 역배 못참지 drx 가즈아
t1 잘한다!
T1 정글 수쥰...
T1 정배
T1 제발 이기자 제발...
T1 제발..이겨라..
t1 지리네
t1 진짜 잘한다
t1 짱
t1 타워 전부 건재한거 보소 ㅋㅋㅋㅋ
t1 터워 다살아있음 ㅋㅋ
T1 파이팅
T1 파이팅!
T1 파이팅!!!
t1 포탑 0개인데?
t1 폼 미쳤네
t1 ㅎㅇㅌ
T1 ㅎㅇㅌ
t1 ㅎㅇㅌ!!
T1 행동
T1 행동;;;
T1 화이팅
t1 화이팅
T1 화이팅
t1 화이팅
T1 화이팅
t1 화이팅
T1 화이팅 !
t1 화이팅!
T1 화이팅!!
T1 화이팅!!
T1 화이팅!!
t1 화이팅!!!!!
T1 흐름이 너무 좋음
T1그냥 어차피이길거 스킨받으려고 픽한거같은데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
t1ㄴㅇㅅ
t1나이스
t1너무잘하는데 ?
t1ㄷㄷ
T1도 첫판 못하고 DRX도 첫판 못하는데 체급차이 왜이러냐
t1도 후반가면 애매해
t1드가자 야아미
T1미쳤네
T1스킨 ㅈㄴ 별론데 걍 DRX가 이기면안됨??
t1스킨이 보인다..
T1승
t1식 피ㅣㅇ퐁 ㅋㅋ
t1쎄다 제우스 없을때 싸워야함
t1압승 ㅅㄱ
t1에 2000걸었다...
T1에 전재산 몰빵
T1역시는 역시다!!
t1왜캐 무난함
T1우승
t1운영 지리네
t1위기!!
T1은 T1이구나 ...
t1은 젠지랑 틀리지 스무스하게 t1 우승하겠네
T1은 즐기면서 하는거 같은데 DRX는 왜이리 버거워 보이냐 ..
T1을 만나바렸는데 어캐이겨~~~~~~
T1의 6년만의 롤드컵 우승 축하드립니다
T1의 6년만의 롤드컵 우승을 축하합니다!
T1의 우승을 축하합니다
t1이 cs가 다 많네
T1이 lck에서 지기 힘들지
t1이 그래도 이름값 하는구나
T1이 너무 잘해
T1이 더 빠르다 그냥
t1이 무난한승리하겠네 차이가좀크게난다 실력이
t1이 무난한승리하겠네 차이가좀크게난다 실력이
t1이 스노우볼 많이 굴렸다
t1이 우승할 듯
t1이 유리하네
t1이 이겼네
t1이 이겼네 걍
t1이 이겼네 ㅈㅈ
T1이 이겼으면 좋겠지만 듀렉스 기 안 죽었으면 좋겠다..
T1이 전령은 못먹음
t1이 죽어야 할 각을 다사는데?
t1이 파리야? ㅋㅋ
t1이겼네 일방적이다
t1이겼네 즤즤..
T1이긴다
t1이긴다
t1이득이네ㅋㅋㅋ
t1이랑 운영싸움하면 승산없음;
t1이이김
t1입장에선 카밀이 변수아닐까
T1잘하긴 해ㅋㅋ
t1잘하네
t1전승드가자
t1존나잘하노
T1플레이
t1플레이
T1플레이 ㄷㄷ
T1해줘
t1행동
t1행동
T1행동
T1행동 ㄷㄷ
T1행동ㅋㅋㅋㅋ
T1형들 나 실수로 drx 걸어버렸어 미안해~ DRX 화이팅~
t1화이팅
t1화이팅
t1화이팅
T1화이팅!
t1화이팅!!
T1화이팅!!
t1홧틷
5꽉 하자 제발~~~ 최고의 모습을 좀 보고 싶다~
vpn 키고 화질키우셈 그리고 바로 끄면됨
vpn 키면 1080볼수있음
vpn좀써라 702충들은 ㅉㅉ
VPN충들 믿고 거른다
VPN키고 새로고침한다음 1080설정하고 꺼라
w e 궁 초시계 했으면 이기는데 그걸 못하네 ㅉㅉ
wq가 강타보다 쌔네
w선마면 900넘듬몬스터헌테
W잘쪼였네 비에고
가두리 실패
가두리양식 ON
가둬놓고 패기
가둬놓고 패내 ㅋㅋㅋ
가둬놓고 패네 ㄷㄷ
가둬두고 패네
가둬두고 팬다
가라
가라..
가랏 오신
가망도 안주네
가버렷
가보자
가보자
가보자가보자
가보자고 ㅋㅋ
가보자이
가보자ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
가빠르네 ㄷㄷ
가운덴ㄴ 재생성인데
가자
가자
가자
가자
가자
가자
가자
가자 DRX !!!
가자 t1
가자 디알엑스
가자 상혁이!!
가자 티원
가자 티원
가자!
가자!
가자!
가자!!!!!!
가자가자
가자가자 드가자
가즈아
가즈아
가즈아
가즈아
가즈아
가즈아!!
가즈아~
가즈아아
가즈아아아아ㅏㅇ
가즈아ㅏ!!!!!
가즈아ㅏㅏㅏ
가즈아ㅏㅏㅏ
가즈아ㅏㅏㅏㅏㅏㅏㅏㅏ
가즈아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
가지고 노네
가지고 노네 ㅋㅋ
가지고 노는데 ?
가지고노네
가지고노노 ㅋㅋㅋㅋㅋㅋㅋㅋ
가지말라고~~
가카 ㄷㄷ
각을 안주노 그냥
간절해보이네
갉아먹히네....
감사용
갑니다~~~
갑시더ㅓㅓ
갑자기요
갓 T1
갓 마 유 시
갓 상혁
갓 우 제
갓 티원 ㅋㅋ
갓 표 싯
갓 표식
갓겐 ㄷㄷㄷㄷㄷ
갓마유시
갓마유시
갓상혁
갔네
갔네
갔네
갔다 갔어 게이
갔다 겜
강가 시야를 다 뺏기네
강도혁
강속구로 던질뻔
강타 450 바루사 500
강타 450 바루스 500
강타 강화 안됨 ㅋㅋㅋㅋ
강타 남아서
강타 딜보다 더 세네 ㅋㅋㅋㅋㅋ
강타 머함? ㅋㅋㅋㅋㅋㅋ
강타 못쓴거지 스마보다 셌는데
강타 안쓴거 같은데
강타 어디감
강타 업글 안됨 아직
강타 왜 안쓰냐 ㅋㅋ
강타 준비됨
강타 하나급으로 박혔네
강타 하나는 잘 쓰는 놈
강타(안 강함)
강타급 대미지 ㅋㅋㅋㅋ
강타들고 뺏기네
강타로 흥한 자 강타로 망하리라 ㅋㅋㅋㅋㅋㅋ
강타를 못쓴거 아님?
강타를 안썼구만 뭔 강타보다 많이 들어가
강타를 안썼는데 무슨
강타못썻네
강타반응 못하지 저건 ㅋㅋ
강타버그?
강타버그아니냐 또
강타보다 강한 바루스 ㅋㅋㅋ
강타보다 더 쌤 ㅋㅋㅋ
강타보다 많이 들어간거구나
강타보다 세네 미친
강타보다 센데 저거 ㅋㅋㅋㅋ
강타보다 쌔개들갔네
강타보다 쌔냐
강타보다 쌔네
강타보다 쌔네 ㅋㅋ
강타보다 쌔네 ㅋㅋㅋㅋㅋㅋ
강타보다 쌔니까 못썻지 브실골들아
강타보다 쌘데?
강타보다 썐게 말이된
강타보다 쎄 ㄷㄷ
강타보다 쎄게 들어갔다고??;;
강타보다 쎄네
강타보다 쎄네 ㅋㅋ
강타보다 쎄다
강타보다 쎄다 ㅋㅋㅋㅋ
강타보다 쎄다니까?ㅋㅋ
강타보다 쎄서 걍 못씀 ㅋㅋ
강타보다 화살이 더 센데
강타보다강했네
강타보다더세네 ㅋㅋㅋ
강타보다세다니까
강타보다쌘게 말이되나
강타보다썌네
강타보다쎄네 ㅋㅋ
강타보다쎄면 방법이 없잖아 ㅋㅋㅋ
강타써도 뺃김 ㄹㅇ 사기야
강타안씀ㅋ
강타왜안씀
강타있네?
강한 CC기가 없성
같은편 치러가서 살았네 ㅋㅋㅋ
개 뚜드려 맞네 ㅋㅋㅋㅋㅋ
개 ㅄ들 ㅋㅋ 아마추어가 프로한테 훈수두는건 어떤 경우냐 ㅋㅋ
개 쌔게 때리네
개 좁 식
개 찌르네
개 팼네 그냥 ㅋㅋㅋ
개고통 ㅋㅋㅋㅋㅋㅋㅋ
개귀얍네
개노잼이네
개노잼이네
개노잼이네
개노잼이노
개뚜까맞네
개뚜드리맞네 ㅋㅋㅋㅋ
개말리네
개멋있다
개멋있죠
개몬하네
개못하네
개못하네 킹겐
개못하노
개무섭네 진짜
개무섭다 진짜 ㅋㅋㅋ
개박살난다 ㅋㅋ
개박살을 내버리네 ㄷㄷ
개발리네
개발리네
개보자개보자
개빠르네
개빠르네
개빠르네
개빠르네
개빠르네 27분인데
개빠르네 ㄷㄷ
개빠르네 ㅋㅋㅋㅋ
개빠르네..
개빠르네ㅋㅋㅋㅋㅋㅋ
개빠르넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
개빨ㄹ ㅏㅋㅋ
개빨라 ㅁㅊ
개빨리 터지네 ㄷㄷ
개사기챔인가?
개소핸데
개손해
개손해잖아 이러면
개숨막히게 겜하네
개이드ㅜㄱ
개이득
개이득
개이득
개이득 ㅋㅋㅋ
개이득 티원
개이득인데 ㅋㅋㅋㅋㅋㅋㅋ
개이득ㅋㅋㅋㅋㅋㅋㅋㅋ
개이득티원
개잘ㅂㅈ
